Address,Type,NFTs,GasFee(ETH),GasFee(USD)
0x5BE3bD1d263643BE7582DbB7cB453873a0EC6657,wallet,1,0.097008683204343106,338.74365079441367
0x51f4e96aBF315ec7597cB56D89637455eBf60f4e,wallet,1,0.276720106669273325,966.2761732773688
0x670455079dE6f6b64Ef6dAE8057728EC62689eF8,wallet,1,0.019970599979214314,69.73513836141866
0xE4871AB2C20Ce22e86f05Fe0200Def1e7Fa8ddfb,wallet,1,0.013152832414366013,45.928243979400534
0xaec80B4fbE227198720b1d1B82a12968bAA0B144,wallet,1,0.193814222743238167,676.7779462548859
0xb55Ef1BCD32462fCF34ed03c7a0f024251731722,wallet,1,0,0
0x411610Cb9F4DD345645068CFAC22722631dd7329,wallet,1,0.023041160150440286,80.45719671772093
0x67c6d88B856207Ef6aa82648365933608683f4D9,wallet,1,0.008768949170668878,30.62020591956695
0x6DA9D6f1e679D61FC81Fa27FFd57B1C05C288C8F,wallet,1,0.031005739527388005,108.2686317982909
0x3E379F4304319A302A49D5aEd685159C81AD8EBc,wallet,1,0.038760593559085738,135.34772904303588
0x0Ee951Bc9d1B10aFbf073Bf246Cce7d14346F652,wallet,1,0.025700048008884862,89.74174064174495
0x37f3e839e80B7D0bfA7c1B0F8eC0F7B7f111eCe3,wallet,1,0.084133441192146659,293.784721964445
0xb2BE6D8E872C7b08085d9DCE6AFcBd0286C75B0A,wallet,1,0.179476631787661943,626.7126557730188
0x0e4B02eB5e8c4ddA7dE7E7555576BA672A98195C,wallet,2,0.009600763034841579,33.524808433732964
0xDEA4c9f77625481eabC33CbCf34469C2384BCf08,wallet,1,0.033620453855744843,117.39892661433686
0x9cA10fe0cCc43d8464e91938E56411e6eCFb8e2d,wallet,1,0.303277433183295419,1059.0114361584174
0xf86EF7e28A737a9D5C4715024d3e168e814847b5,wallet,1,0.011693935828205451,40.833937579152334
0xD40eea594E9e6aB36AEea627248ceaef97C339e8,wallet,1,0.018114623723172811,63.2542734327099
0x503B3F76bEd8DbA9A028690d3BB3d7aC0d478F9F,wallet,2,0.046861761804894955,163.63611742889464
0xC9B886f9c8bc77d01902D73Fd64312b7d0226111,wallet,1,0.021392531886156043,74.70036816794942
0xfA8A4475Ae934AfD11B68ECeB73796855DB54c62,wallet,1,0.035627730154602365,124.40811464955443
0x625Ac2ce995238045C0c69C09dC28e5c60907E4b,wallet,1,0.009875413415323278,34.483857350833205
0xCD45B0Dd22CeAd98973b79E8767fE4ef371cD7eb,wallet,2,0.00511174801675956,17.84966178224254
0xbD2f62fb5A4287549Db9A1aF9278fB78cBBeD6a8,wallet,1,0.035963962116270546,125.58219967418394
0x2239fF85F256B0Ad09502e6B757AD4c0a747a899,wallet,1,0.173841029775871839,607.0337534640692
0x5C3A9dBCFdA0daDB8585Ee2eF2F9A4b074D3e625,wallet,1,0.032451121790660241,113.31574766958857
0xAbD8Cee5a93265fc7D1F9e45f0169294d01B8802,wallet,1,0.19130036715895582,667.9998390786863
0xd65aD2583d6B1037445cc78011F39D9dAf0d7C5A,wallet,1,0.05335580105878265,186.31258815915254
0x7a0f28264E889142311Cb6A517aC5C2294c7D673,wallet,1,0.00185945145269889,6.492999933164726
0x0B000fD71Ec63066FEA195B1E724Ec8Aa52E9Bb8,wallet,1,0.686820703233757601,2398.3023454149256
